,x
2499,438173
2500,216877
2501,105756
2502,55159
2503,67997
2504,358642
2505,358643
2506,452954
2507,438180
2508,452958
2509,216902
2510,48639
2511,216904
2512,51703
2513,216910
2514,216911
2515,105775
2516,216913
2517,58476
2518,105777
2519,311921
2520,465472
2521,216938
2522,216941
2523,105788
2524,416776
2525,216947
2526,438194
2527,105794
2528,416786
2529,216954
2530,67983
2531,105797
2532,105798
2533,452969
2534,68020
2535,452970
2536,358685
2537,216976
2538,216979
2539,428205
2540,216982
2541,438199
2542,216984
2543,216985
2544,216987
2545,248876
2546,459932
2547,248890
2548,459937
2549,446309
2550,248918
2551,248933
2552,105827
2553,452978
2554,217035
2555,105845
2556,217049
2557,217051
2558,217052
2559,47307
2560,105849
2561,558132
2562,452985
2563,358739
2564,438229
2565,358741
2566,217074
2567,358744
2568,217091
2569,217106
2570,217147
2571,217148
2572,358760
2573,358761
2574,217155
2575,217164
2576,217165
2577,416815
2578,68109
2579,60225
2580,77097
2581,248955
2582,446317
2583,68133
2584,217219
2585,453015
2586,217224
2587,438250
2588,217229
2589,465531
2590,453046
2591,217370
2592,120876
2593,120894
2594,438292
2595,358863
2596,438321
2597,438318
2598,438333
2599,106105
2600,438339
2601,453148
2602,217630
2603,249145
2604,371997
2605,446370
2606,358943
2607,217648
2608,217649
2609,358957
2610,68302
2611,217821
2612,460004
2613,217958
2614,359097
2615,217959
2616,359099
2617,465696
2618,438462
2619,218087
2620,249314
2621,121037
2622,460033
2623,121060
2624,249421
2625,317194
2626,460037
2627,218135
2628,106400
2629,52429
2630,471129
2631,249478
2632,218385
2633,68547
2634,218399
2635,218443
2636,218445
2637,106536
2638,68526
2639,218475
2640,218477
2641,58346
2642,218485
2643,106557
2644,56174
2645,218503
2646,106570
2647,218525
2648,218530
2649,106575
2650,438587
2651,249590
2652,60285
2653,198278
2654,44743
2655,461826
2656,198292
2657,198295
2658,448455
2659,198322
2660,198437
2661,62198
2662,97014
2663,198605
2664,448542
2665,198668
2666,198669
2667,62253
2668,198717
2669,453370
2670,218713
2671,218745
2672,359390
2673,59978
2674,438654
2675,218860
2676,106724
2677,218906
2678,438657
2679,249755
2680,258838
2681,219013
2682,219046
2683,79321
2684,359515
2685,219135
2686,219138
2687,249832
2688,249856
2689,460117
2690,219177
2691,219248
2692,53301
2693,219278
2694,438736
2695,219308
2696,249961
2697,249981
2698,471211
2699,121349
2700,372335
2701,460145
2702,250014
2703,219381
2704,453504
2705,219454
2706,106985
2707,219480
2708,453525
2709,438793
2710,250065
2711,121386
2712,250080
2713,250081
2714,121387
2715,250082
2716,438806
2717,219573
2718,107040
2719,359713
2720,219605
2721,465958
2722,45786
2723,219680
2724,417071
2725,438850
2726,219747
2727,219746
2728,453596
2729,219816
2730,219815
2731,219861
2732,422697
2733,453612
2734,438902
2735,219888
2736,219899
2737,438907
2738,219908
2739,219914
2740,466014
2741,68889
2742,219926
2743,219928
2744,219940
2745,219950
2746,250179
2747,121438
2748,312411
2749,422706
2750,68943
2751,453650
2752,220026
2753,107259
2754,220063
2755,68953
2756,107292
2757,107314
2758,250246
2759,97165
2760,448586
2761,448601
2762,62379
2763,199030
2764,426234
2765,199126
2766,62384
2767,199185
2768,448662
2769,448666
2770,97347
2771,466071
2772,359976
2773,250310
2774,107458
2775,107468
2776,453743
2777,77459
2778,250407
2779,220641
2780,631908
2781,453780
2782,69109
2783,453786
2784,220771
2785,220772
2786,107611
2787,439129
2788,360200
2789,220865
2790,220872
2791,419956
2792,417169
2793,417170
2794,107658
2795,453832
2796,558356
2797,453845
2798,69133
2799,221054
2800,221074
2801,422784
2802,453869
2803,45214
2804,50125
2805,446652
2806,439176
2807,221105
2808,107728
2809,360287
2810,107734
2811,221135
2812,360345
2813,221257
2814,250583
2815,44883
2816,121644
2817,121662
2818,221297
2819,107869
2820,439244
2821,221423
2822,372625
2823,259727
2824,453963
2825,69275
2826,221598
2827,360495
2828,372652
2829,77555
2830,121722
2831,250754
2832,107979
2833,69316
2834,221631
2835,439324
2836,428651
2837,221637
2838,360511
2839,221641
2840,360512
2841,466309
2842,108000
2843,108002
2844,631893
2845,221658
2846,439335
2847,439338
2848,221672
2849,439350
2850,108024
2851,221703
2852,466319
2853,54168
2854,69373
2855,466320
2856,360557
2857,221723
2858,69322
2859,108038
2860,221734
2861,466323
2862,439359
2863,221748
2864,221746
2865,108048
2866,439363
2867,221755
2868,221753
2869,312679
2870,221759
2871,108057
2872,439366
2873,422850
2874,49848
2875,221769
2876,108063
2877,69310
2878,413981
2879,372689
2880,439379
2881,221854
2882,417267
2883,69416
2884,221952
2885,439403
2886,250858
2887,60882
2888,460907
2889,94761
2890,193806
2891,447378
2892,193830
2893,193831
2894,94790
2895,193852
2896,61042
2897,193862
2898,193900
2899,193966
2900,193981
2901,193982
2902,193983
2903,431720
2904,447404
2905,194002
2906,425734
2907,431754
2908,94896
2909,194122
2910,460972
2911,194249
2912,194310
2913,58494
2914,95046
2915,447491
2916,194433
2917,194461
2918,194478
2919,95096
2920,447507
2921,414385
2922,349311
2923,194512
2924,194550
2925,461041
2926,194555
2927,194577
2928,349365
2929,95214
2930,194765
2931,194783
2932,447576
2933,420280
2934,447585
2935,194849
2936,194855
2937,447612
2938,194928
2939,431974
2940,199336
2941,46715
2942,448702
2943,199379
2944,631914
2945,309033
2946,351238
2947,199512
2948,199545
2949,199577
2950,199576
2951,199585
2952,97524
2953,199615
2954,462076
2955,62452
2956,414890
2957,351332
2958,199717
2959,351344
2960,199769
2961,250938
2962,360687
2963,108210
2964,222093
2965,46307
2966,250980
2967,250979
2968,460324
2969,108270
2970,466407
2971,222304
2972,454126
2973,222305
2974,222335
2975,222339
2976,251025
2977,251030
2978,439526
2979,454141
2980,454145
2981,417313
2982,108366
2983,454161
2984,222458
2985,44270
2986,251060
2987,69643
2988,108503
2989,222699
2990,222778
2991,222835
2992,361041
2993,108568
2994,108619
2995,108627
2996,222984
2997,69773
2998,454325
2999,223053
3000,439758
3001,460378
3002,521937
3003,69885
3004,223144
3005,312920
3006,454354
3007,428839
3008,223170
3009,223206
3010,251357
3011,223313
3012,454392
3013,108828
3014,223423
3015,439830
3016,199861
3017,62669
3018,448817
3019,199941
3020,462145
3021,200025
3022,200030
3023,200071
3024,433430
3025,200099
3026,200108
3027,200171
3028,97839
3029,200252
3030,200255
3031,200254
3032,200259
3033,200267
3034,351550
3035,433486
3036,223483
3037,361296
3038,69946
3039,454432
3040,439862
3041,223586
3042,223612
3043,122051
3044,454458
3045,223662
3046,46490
3047,223713
3048,47954
3049,460414
3050,446857
3051,466735
3052,417514
3053,439964
3054,109061
3055,109093
3056,223975
3057,223976
3058,223989
3059,224019
3060,224061
3061,417522
3062,471443
3063,454556
3064,361541
3065,224125
3066,224175
3067,440021
3068,361588
3069,440025
3070,224247
3071,122172
3072,440051
3073,466800
3074,109255
3075,224320
3076,454608
3077,224387
3078,440072
3079,361697
3080,224579
3081,109374
3082,361748
3083,70220
3084,440152
3085,224694
3086,454696
3087,466878
3088,224799
3089,224817
3090,448934
3091,433502
3092,200410
3093,97937
3094,97958
3095,426375
3096,200531
3097,97981
3098,449012
3099,59431
3100,200731
3101,98079
3102,433653
3103,449059
3104,415010
3105,109490
3106,440223
3107,109556
3108,440235
3109,225017
3110,466958
3111,225045
3112,440267
3113,70361
3114,109601
3115,454797
3116,440270
3117,109630
3118,55836
3119,225172
3120,466989
3121,122356
3122,252045
3123,252050
3124,252051
3125,440345
3126,109794
3127,109812
3128,423224
3129,58702
3130,225574
3131,225594
3132,225630
3133,467072
3134,362186
3135,362196
3136,225786
3137,429118
3138,225846
3139,454975
3140,225916
3141,54133
3142,362284
3143,252216
3144,467112
3145,226039
3146,440491
3147,467127
3148,200885
3149,462330
3150,98147
3151,98149
3152,98170
3153,201010
3154,433697
3155,449096
3156,62920
3157,98220
3158,98230
3159,201087
3160,433712
3161,449121
3162,98264
3163,63005
3164,58735
3165,415031
3166,98282
3167,420891
3168,449154
3169,426446
3170,201294
3171,362331
3172,226078
3173,110080
3174,429145
3175,423282
3176,362439
3177,226280
3178,226281
3179,226346
3180,226365
3181,423304
3182,57474
3183,110249
3184,423307
3185,110255
3186,362514
3187,226444
3188,226449
3189,455097
3190,440617
3191,226492
3192,447018
3193,110301
3194,226573
3195,110328
3196,226600
3197,70903
3198,70895
3199,226708
3200,110392
3201,362639
3202,226749
3203,558114
3204,440728
3205,110461
3206,226912
3207,414045
3208,110527
3209,440789
3210,227107
3211,440811
3212,110584
3213,440832
3214,362848
3215,362861
3216,362945
3217,227348
3218,252603
3219,201345
3220,98364
3221,433779
3222,201388
3223,201408
3224,352007
3225,63084
3226,201444
3227,201463
3228,449214
3229,352052
3230,433823
3231,201571
3232,449234
3233,462486
3234,98563
3235,449273
3236,227593
3237,227596
3238,440981
3239,467421
3240,252633
3241,79465
3242,227701
3243,423445
3244,441011
3245,227767
3246,71210
3247,227791
3248,227827
3249,363132
3250,71181
3251,455418
3252,227946
3253,227984
3254,57456
3255,455441
3256,53566
3257,455448
3258,228046
3259,228049
3260,111047
3261,455470
3262,228110
3263,441127
3264,111073
3265,455483
3266,111090
3267,455496
3268,252746
3269,441167
3270,228220
3271,111105
3272,228381
3273,455536
3274,441206
3275,228419
3276,441227
3277,228447
3278,111219
3279,111255
3280,441276
3281,455594
3282,60191
3283,201844
3284,201846
3285,201849
3286,98617
3287,98648
3288,201922
3289,433940
3290,462542
3291,59608
3292,201998
3293,462567
3294,352314
3295,202167
3296,202166
3297,441344
3298,48607
3299,228857
3300,441352
3301,228873
3302,229035
3303,521932
3304,229049
3305,47827
3306,467679
3307,441439
3308,229151
3309,229160
3310,229198
3311,229266
3312,71649
3313,43184
3314,229455
3315,313965
3316,253089
3317,229503
3318,229505
3319,455762
3320,229509
3321,111756
3322,229598
3323,441563
3324,441567
3325,229650
3326,229658
3327,111788
3328,229660
3329,229663
3330,229661
3331,58863
3332,455814
3333,229773
3334,229798
3335,111853
3336,364026
3337,429491
3338,467819
3339,229866
3340,111899
3341,423676
3342,98776
3343,415168
3344,352341
3345,462595
3346,98829
3347,434059
3348,98874
3349,202409
3350,309512
3351,434089
3352,63394
3353,449448
3354,63398
3355,46225
3356,48232
3357,98960
3358,56457
3359,423678
3360,253215
3361,230166
3362,122925
3363,455925
3364,364204
3365,230260
3366,455942
3367,455947
3368,112129
3369,441754
3370,467912
3371,230405
3372,230423
3373,455974
3374,441766
3375,429539
3376,364328
3377,112194
3378,364345
3379,364346
3380,441853
3381,631954
3382,456055
3383,314175
3384,112289
3385,230762
3386,429577
3387,230776
3388,456065
3389,467996
3390,112387
3391,441978
3392,230973
3393,631925
3394,72089
3395,231055
3396,231058
3397,112443
3398,231060
3399,231069
3400,231071
3401,99009
3402,462681
3403,202534
3404,63582
3405,99017
3406,202572
3407,449481
3408,202581
3409,202596
3410,99044
3411,202621
3412,352603
3413,434201
3414,449530
3415,462728
3416,99115
3417,202774
3418,202776
3419,202880
3420,352701
3421,462765
3422,462777
3423,99202
3424,231166
3425,364686
3426,72124
3427,231258
3428,456188
3429,54819
3430,231461
3431,442127
3432,44159
3433,231492
3434,112672
3435,442142
3436,364864
3437,364867
3438,231584
3439,456253
3440,364886
3441,231623
3442,468143
3443,456273
3444,314354
3445,231729
3446,231881
3447,231967
3448,468204
3449,231989
3450,456339
3451,232006
3452,423887
3453,365066
3454,253596
3455,253594
3456,442290
3457,365113
3458,434302
3459,99225
3460,203025
3461,99284
3462,449637
3463,203108
3464,449644
3465,449661
3466,434397
3467,203256
3468,462848
3469,203262
3470,434425
3471,426730
3472,449695
3473,449697
3474,203366
3475,423904
3476,112997
3477,442322
3478,232271
3479,468265
3480,253625
3481,253628
3482,232357
3483,442342
3484,232366
3485,232402
3486,113078
3487,232451
3488,365236
3489,123118
3490,442407
3491,113107
3492,232513
3493,456485
3494,442451
3495,232592
3496,232633
3497,232632
3498,365358
3499,113237
3500,232784
3501,40958
3502,113295
3503,456586
3504,442539
3505,456617
3506,113376
3507,314596
3508,233096
3509,113409
3510,57249
3511,72672
3512,233138
3513,113433
3514,233201
3515,462889
3516,99455
3517,41514
3518,434496
3519,63841
3520,631895
3521,353025
3522,462926
3523,203522
3524,99547
3525,203536
3526,449765
3527,203580
3528,309748
3529,203604
3530,203616
3531,203618
3532,203659
3533,113463
3534,47669
3535,72721
3536,233332
3537,233338
3538,113511
3539,456692
3540,468491
3541,442684
3542,233542
3543,233581
3544,233619
3545,456734
3546,468513
3547,233657
3548,365795
3549,113732
3550,468548
3551,233947
3552,233949
3553,365875
3554,365892
3555,99645
3556,203738
3557,203737
3558,203771
3559,203769
3560,99704
3561,415433
3562,203978
3563,434683
3564,434687
3565,204071
3566,426857
3567,204072
3568,99823
3569,113825
3570,113869
3571,113868
3572,442824
3573,468608
3574,234296
3575,113973
3576,234401
3577,234425
3578,234445
3579,442890
3580,234498
3581,234504
3582,456906
3583,468650
3584,456910
3585,468687
3586,463070
3587,204201
3588,42963
3589,204242
3590,64122
3591,449971
3592,449972
3593,204270
3594,204268
3595,353426
3596,204322
3597,204365
3598,204392
3599,463138
3600,309902
3601,424133
3602,114215
3603,73086
3604,366230
3605,234921
3606,234948
3607,234946
3608,58777
3609,235010
3610,235011
3611,235080
3612,114347
3613,235169
3614,235180
3615,366369
3616,235244
3617,114399
3618,235283
3619,114421
3620,366423
3621,45068
3622,100066
3623,100128
3624,100131
3625,100138
3626,204718
3627,434885
3628,204765
3629,204763
3630,434903
3631,47413
3632,434921
3633,463218
3634,434925
3635,235453
3636,114505
3637,235547
3638,457127
3639,114534
3640,235616
3641,366578
3642,114592
3643,366582
3644,235730
3645,235740
3646,235751
3647,366595
3648,235855
3649,235876
3650,114718
3651,414165
3652,204955
3653,204958
3654,421297
3655,450146
3656,434951
3657,415574
3658,310007
3659,100321
3660,353765
3661,463266
3662,48757
3663,450199
3664,435003
3665,443254
3666,236151
3667,457242
3668,236172
3669,114814
3670,457254
3671,114819
3672,236313
3673,236383
3674,236410
3675,236522
3676,114989
3677,457326
3678,236603
3679,64535
3680,205341
3681,205436
3682,205441
3683,205442
3684,55070
3685,46005
3686,100504
3687,205489
3688,205491
3689,64565
3690,353914
3691,100527
3692,100526
3693,100546
3694,205607
3695,205631
3696,64651
3697,435104
3698,443447
3699,236911
3700,236956
3701,443469
3702,237101
3703,237108
3704,237194
3705,237196
3706,443504
3707,237304
3708,237302
3709,237336
3710,443540
3711,435143
3712,450347
3713,205805
3714,205817
3715,100672
3716,64725
3717,435201
3718,237434
3719,443567
3720,237534
3721,73861
3722,115477
3723,115493
3724,237681
3725,469159
3726,237696
3727,237705
3728,237703
3729,443640
3730,457554
3731,115519
3732,469170
3733,430252
3734,115524
3735,469181
3736,443668
3737,237822
3738,237821
3739,457586
3740,237905
3741,47692
3742,435245
3743,206168
3744,450438
3745,435258
3746,206255
3747,206328
3748,100901
3749,100902
3750,206360
3751,44855
3752,427087
3753,450487
3754,450495
3755,53741
3756,367482
3757,443743
3758,115723
3759,457695
3760,115816
3761,457710
3762,367632
3763,115842
3764,206521
3765,100973
3766,206553
3767,310261
3768,435379
3769,206593
3770,435383
3771,450554
3772,435422
3773,463557
3774,206767
3775,435452
3776,421478
3777,469307
3778,54889
3779,238464
3780,238461
3781,74124
3782,457739
3783,238562
3784,74181
3785,115942
3786,115941
3787,443890
3788,238613
3789,238636
3790,74188
3791,238677
3792,115982
3793,238689
3794,457795
3795,115988
3796,238697
3797,238756
3798,116024
3799,116069
3800,238895
3801,238906
3802,101141
3803,631945
3804,56428
3805,207152
3806,65029
3807,64963
3808,367856
3809,367858
3810,59118
3811,116205
3812,239179
3813,116225
3814,424489
3815,239204
3816,444000
3817,424494
3818,457927
3819,457943
3820,239374
3821,469470
3822,424513
3823,74373
3824,239458
3825,239479
3826,444073
3827,239499
3828,116378
3829,458003
3830,239587
3831,418961
3832,116435
3833,444106
3834,239708
3835,424548
3836,116490
3837,239784
3838,458065
3839,116525
3840,632232
3841,239889
3842,444210
3843,461121
3844,95333
3845,194988
3846,447628
3847,195092
3848,432033
3849,195138
3850,447664
3851,432045
3852,432051
3853,95441
3854,447695
3855,447696
3856,61267
3857,47969
3858,59963
3859,195264
3860,195284
3861,48827
3862,61365
3863,447715
3864,95502
3865,349575
3866,195349
3867,95543
3868,195452
3869,447753
3870,432118
3871,308404
3872,349640
3873,447796
3874,61275
3875,95683
3876,461229
3877,95701
3878,195733
3879,461250
3880,195821
3881,116638
3882,240185
3883,458134
3884,458141
3885,116766
3886,458178
3887,240471
3888,240473
3889,74645
3890,101294
3891,435578
3892,354688
3893,207399
3894,354732
3895,450743
3896,463700
3897,101448
3898,310410
3899,48421
3900,444314
3901,368475
3902,116858
3903,74696
3904,240637
3905,116937
3906,116938
3907,458259
3908,240725
3909,240836
3910,117016
3911,207700
3912,207699
3913,207698
3914,101543
3915,207741
3916,240955
3917,45743
3918,255247
3919,74890
3920,117151
3921,241187
3922,469809
3923,444486
3924,458398
3925,241374
3926,241408
3927,241418
3928,241542
3929,444561
3930,117344
3931,458444
3932,424701
3933,117348
3934,458457
3935,117381
3936,458469
3937,444587
3938,435741
3939,207980
3940,208022
3941,208021
3942,65334
3943,450888
3944,208111
3945,101732
3946,450896
3947,101766
3948,208218
3949,444594
3950,368999
3951,117465
3952,458509
3953,315975
3954,450916
3955,435813
3956,435815
3957,355058
3958,208421
3959,355136
3960,65378
3961,355146
3962,242044
3963,458559
3964,242151
3965,242161
3966,242175
3967,242176
3968,117700
3969,242283
3970,117715
3971,242366
3972,242384
3973,444768
3974,451000
3975,435922
3976,355230
3977,57650
3978,208716
3979,102004
3980,451041
3981,208852
3982,102092
3983,42916
3984,451093
3985,558366
3986,242658
3987,242673
3988,458691
3989,444864
3990,208997
3991,208999
3992,436066
3993,65618
3994,415931
3995,209131
3996,102200
3997,209163
3998,102214
3999,355460
4000,451182
4001,242884
4002,117984
4003,444899
4004,75451
4005,242970
4006,242975
4007,458739
4008,45569
4009,458777
4010,458780
4011,451197
4012,451208
4013,355545
4014,209379
4015,209393
4016,436167
4017,436179
4018,436180
4019,209487
4020,451250
4021,415987
4022,209540
4023,209543
4024,209544
4025,436198
4026,209599
4027,118282
4028,58748
4029,445089
4030,369789
4031,369791
4032,458879
4033,470219
4034,445104
4035,118367
4036,445108
4037,445112
4038,243690
4039,243787
4040,445154
4041,432290
4042,61467
4043,96041
4044,196450
4045,196507
4046,196537
4047,432389
4048,196590
4049,196591
4050,432397
4051,196674
4052,196687
4053,196695
4054,420435
4055,96154
4056,448072
4057,196819
4058,209648
4059,451293
4060,209663
4061,209670
4062,436284
4063,310752
4064,355734
4065,243824
4066,75738
4067,458958
4068,244028
4069,445207
4070,445212
4071,244073
4072,209982
4073,355839
4074,210028
4075,65934
4076,464205
4077,46436
4078,102656
4079,102655
4080,210114
4081,210140
4082,210154
4083,355910
4084,451418
4085,355917
4086,244155
4087,316356
4088,118625
4089,445246
4090,459022
4091,244373
4092,244377
4093,244453
4094,445291
4095,244519
4096,459060
4097,244573
4098,445308
4099,210292
4100,210306
4101,464264
4102,102803
4103,210460
4104,436500
4105,46659
4106,464286
4107,210482
4108,45000
4109,464292
4110,445376
4111,47921
4112,44132
4113,119049
4114,245141
4115,102870
4116,102868
4117,210596
4118,356100
4119,45905
4120,210626
4121,436548
4122,436550
4123,102904
4124,210788
4125,66097
4126,210815
4127,445443
4128,119121
4129,245407
4130,245409
4131,459228
4132,210920
4133,316549
4134,245602
4135,44322
4136,57422
4137,211211
4138,211253
4139,211255
4140,211386
4141,470522
4142,370599
4143,445555
4144,245754
4145,245775
4146,445570
4147,416224
4148,451706
4149,356426
4150,436781
4151,52888
4152,436813
4153,211558
4154,103357
4155,211623
4156,211649
4157,245980
4158,470587
4159,246058
4160,246103
4161,461488
4162,96235
4163,196949
4164,432514
4165,57891
4166,448144
4167,197063
4168,432534
4169,448150
4170,96342
4171,197129
4172,432555
4173,197249
4174,350278
4175,197286
4176,432614
4177,448203
4178,197310
4179,461590
4180,448219
4181,197358
4182,432658
4183,197408
4184,55449
4185,432680
4186,350397
4187,350401
4188,197470
4189,461647
4190,197506
4191,432719
4192,197520
4193,197559
4194,197557
4195,432743
4196,432744
4197,96582
4198,448290
4199,432761
4200,461681
4201,197644
4202,197647
4203,432779
4204,103406
4205,356550
4206,356545
4207,103422
4208,211741
4209,48599
4210,356609
4211,436896
4212,211802
4213,103456
4214,211817
4215,451817
4216,103495
4217,211894
4218,103498
4219,211919
4220,445724
4221,119631
4222,246400
4223,459443
4224,212002
4225,66624
4226,311172
4227,451876
4228,246507
4229,212247
4230,212255
4231,212313
4232,311211
4233,212380
4234,437049
4235,437052
4236,464651
4237,470700
4238,119784
4239,246768
4240,212499
4241,103758
4242,212524
4243,212522
4244,437134
4245,66758
4246,451999
4247,256813
4248,246966
4249,246965
4250,212793
4251,452038
4252,103952
4253,103951
4254,464745
4255,212988
4256,437212
4257,371199
4258,213016
4259,452073
4260,57988
4261,58133
4262,213291
4263,452140
4264,104156
4265,213396
4266,67023
4267,213457
4268,213460
4269,213459
4270,213479
4271,213481
4272,437306
4273,247375
4274,247379
4275,120079
4276,459662
4277,247422
4278,357339
4279,452212
4280,67058
4281,247499
4282,247569
4283,104334
4284,437405
4285,357480
4286,104417
4287,437436
4288,425245
4289,247602
4290,120229
4291,357554
4292,452296
4293,214098
4294,427966
4295,437477
4296,422188
4297,437476
4298,311504
4299,632047
4300,357632
4301,104544
4302,214236
4303,214256
4304,104572
4305,464977
4306,56623
4307,42928
4308,446071
4309,437547
4310,464996
4311,437557
4312,214389
4313,465005
4314,214474
4315,214477
4316,214475
4317,55595
4318,54864
4319,56270
4320,214559
4321,247906
4322,247904
4323,452421
4324,214575
4325,214585
4326,104739
4327,67408
4328,465064
4329,357801
4330,452447
4331,452473
4332,214820
4333,214819
4334,446116
4335,459779
4336,104836
4337,214878
4338,104859
4339,452494
4340,214923
4341,214931
4342,214982
4343,248100
4344,371594
4345,248136
4346,59883
4347,248163
4348,215074
4349,215075
4350,215076
4351,215114
4352,465146
4353,215130
4354,215136
4355,215176
4356,215187
4357,215195
4358,55650
4359,358042
4360,56659
4361,67559
4362,215284
4363,215295
4364,248198
4365,452613
4366,215403
4367,452618
4368,465203
4369,49359
4370,215549
4371,76939
4372,248330
4373,317023
4374,248328
4375,215577
4376,437876
4377,215793
4378,47186
4379,452707
4380,437897
4381,53832
4382,358258
4383,358262
4384,215883
4385,215884
4386,56915
4387,54649
4388,358286
4389,105325
4390,105354
4391,216011
4392,459870
4393,371739
4394,437943
4395,43546
4396,67786
4397,53405
4398,216151
4399,216156
4400,105441
4401,216212
4402,216215
4403,311819
4404,437999
4405,216276
4406,248576
4407,120660
4408,371770
4409,248578
4410,446255
4411,248617
4412,77040
4413,216406
4414,428142
4415,105556
4416,55834
4417,216481
4418,216511
4419,197702
4420,432785
4421,414703
4422,58904
4423,62039
4424,432817
4425,432826
4426,448353
4427,554357
4428,197838
4429,197980
4430,44365
4431,197994
4432,198018
4433,198017
4434,522049
4435,432905
4436,448418
4437,420596
4438,198145
4439,198171
4440,198180
4441,216524
4442,216589
4443,216644
4444,216646
4445,216661
4446,216724
4447,452909
4448,248784
4449,47636
4450,105723
4451,105753
4452,48571
4453,46750
4454,438222
4455,217037
4456,217103
4457,311953
4458,105874
4459,438240
4460,631951
4461,217195
4462,248968
4463,446324
4464,217240
4465,465541
4466,106009
4467,106012
4468,358846
4469,217395
4470,453065
4471,249104
4472,120908
4473,68202
4474,217451
4475,217452
4476,217453
4477,217455
4478,453087
4479,217475
4480,217522
4481,465583
4482,217521
4483,453113
4484,453114
4485,453125
4486,106136
4487,438357
4488,249149
4489,249152
4490,471094
4491,438361
4492,217672
4493,217685
4494,453165
4495,438387
4496,359016
4497,106230
4498,438412
4499,217836
4500,249189
4501,217912
4502,106321
4503,218054
4504,106349
4505,106352
4506,218063
4507,422537
4508,460036
4509,438508
4510,453290
4511,359185
4512,218280
4513,68433
4514,68427
4515,218294
4516,453296
4517,249440
4518,438537
4519,453322
4520,106528
4521,106529
4522,416955
4523,218452
4524,218463
4525,106542
4526,218490
4527,471145
4528,249575
4529,372159
4530,249574
4531,96903
4532,198275
4533,461834
4534,198397
4535,432997
4536,414777
4537,97003
4538,461868
4539,198499
4540,198504
4541,198514
4542,350863
4543,198544
4544,198552
4545,97030
4546,350878
4547,97097
4548,461918
4549,433073
4550,97115
4551,198742
4552,433079
4553,198745
4554,198749
4555,198780
4556,218686
4557,106643
4558,438627
4559,45035
4560,121184
4561,121183
4562,218933
4563,249673
4564,446459
4565,446462
4566,249744
4567,372218
4568,68676
4569,106817
4570,106819
4571,438697
4572,44023
4573,219148
4574,49766
4575,249850
4576,219170
4577,438719
4578,68749
4579,359599
4580,219295
4581,68706
4582,249903
4583,465913
4584,219450
4585,438790
4586,219539
4587,465973
4588,107114
4589,438861
4590,58435
4591,219726
4592,453591
4593,219802
4594,219812
4595,107169
4596,465996
4597,438899
4598,219897
4599,438920
4600,219944
4601,250158
4602,446571
4603,460178
4604,121450
4605,372435
4606,359879
4607,220020
4608,312425
4609,359915
4610,220102
4611,68908
4612,220150
4613,62320
4614,433116
4615,198909
4616,97208
4617,198978
4618,198992
4619,198995
4620,351039
4621,461968
4622,461970
4623,199026
4624,433209
4625,97369
4626,220170
4627,220171
4628,220172
4629,107349
4630,466072
4631,439010
4632,107392
4633,220359
4634,220361
4635,250318
4636,471257
4637,60166
4638,107448
4639,439062
4640,220523
4641,220527
4642,121524
4643,107506
4644,59327
4645,220628
4646,107557
4647,360159
4648,220773
4649,439122
4650,360192
4651,250512
4652,69148
4653,453828
4654,220934
4655,453848
4656,422778
4657,221070
4658,446656
4659,221114
4660,439181
4661,107768
4662,69206
4663,221254
4664,250628
4665,42215
4666,221293
4667,221308
4668,439236
4669,107858
4670,460273
4671,360414
4672,428627
4673,221497
4674,428642
4675,439283
4676,221533
4677,221608
4678,439321
4679,221620
4680,221729
4681,360572
4682,221774
4683,460288
4684,250819
4685,221829
4686,221927
4687,312703
4688,108142
4689,221950
4690,471332
4691,250862
4692,250863
4693,460305
